MarketingID,Equipo_Favorito,Compra_Diseno_Seleccion,Seleccion_Influye_Compra,Tipo_Publicidad,Tipo_Promocion,Sigue_Mundial_2026,Compraria_Tarjetas_Coleccionables
1808,Estados Unidos,Probablemente sí,Inglaterra,Una selección nacional,2x1,No,Sí
1809,Portugal,Tal vez,Brasil,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1810,Uruguay,Definitivamente sí, MÉXICO ,Humor,Producto gratis,Sí,Sí
1811,Inglaterra,Probablemente no,México,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1812,Brasil,Probablemente sí,España,Una selección nacional,Sorteo de camisetas,Sí,No
1813,Argentina,Definitivamente sí,Francia,Un jugador famoso,Descuento directo,No,No
1814,Francia,Probablemente sí,México,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1815,South Africa,Probablemente sí,Brasil,Un jugador famoso,2x1,Sí,Sí
1816,Brasil,Definitivamente no, COLOMBIA ,Una selección nacional,Producto gratis,Sí,No
1817,Francia,Probablemente sí,México,Premios y sorteos,2x1,Sí,No
1818, BRASIL ,Probablemente sí,Estados Unidos,Una selección nacional,Producto gratis,Sí,No
1819,Argentina,Definitivamente sí,Austria,Premios y sorteos,Tarjetas coleccionables,Sí,No
1820,Brasil,Tal vez,Francia,Un jugador famoso,Producto gratis,Sí,Sí
1821,Portugal,Tal vez,Francia,Humor,Tarjetas coleccionables,Sí,No
1822,México,Tal vez,Argentina,Una selección nacional,2x1,Sí,Sí
1823,México,Definitivamente sí,Inglaterra,Premios y sorteos,Producto gratis,Sí,Sí
1824,Portugal,Probablemente sí,Argentina,Premios y sorteos,Producto gratis,Sí,Sí
1825,Portugal,Probablemente sí,Inglaterra,Historias de aficionados,Tarjetas coleccionables,No,Sí
1826,Francia,Probablemente sí,Francia,Un jugador famoso,2x1,No,Sí
1827,México,Tal vez,Túnez,Historias de aficionados,Tarjetas coleccionables,Sí,No
1828,Brasil,Probablemente sí,Inglaterra,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
1829,España,Definitivamente sí,Inglaterra,Una selección nacional,Sorteo de viajes,Sí,Sí
1830,Irak,Tal vez,Alemania,Una selección nacional,Sorteo de camisetas,Sí,Sí
1831,Bélgica,Probablemente sí,Inglaterra,Historias de aficionados,Sorteo de camisetas,Sí,No
1832,Estados Unidos,Definitivamente sí,España,Premios y sorteos,Sorteo de viajes,Sí,Sí
1833,Brasil,Probablemente no,Portugal,Premios y sorteos,Descuento directo,Sí,No
1834,Portugal,Tal vez,Brasil,Un jugador famoso,Descuento directo,Sí,No
1835,México,Probablemente sí,Alemania,Premios y sorteos,2x1,Sí,Sí
1836,México,Tal vez,México,Un jugador famoso,Producto gratis,Sí,Sí
1837,Czechia,Probablemente no,Argentina,Premios y sorteos,Descuento directo,Sí,No
1838,Brasil,Definitivamente no,Portugal,Premios y sorteos,Descuento directo,Sí,No
1839,México,Definitivamente no,Brasil,Un jugador famoso,2x1,Sí,Sí
1840,México,Probablemente sí,Argentina,Un jugador famoso,Sorteo de viajes,Sí,Sí
1841,Brasil,Probablemente sí,Argentina,Un jugador famoso,2x1,Sí,No
1842,Alemania,Definitivamente no,Inglaterra,Una selección nacional,Descuento directo,No,Sí
1843,México,Probablemente sí,Argentina,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1844,Alemania,Tal vez,Portugal,Una selección nacional,2x1,Sí,Sí
1845,Argentina,Probablemente no,Brasil,Premios y sorteos,Tarjetas coleccionables,Sí,No
1846,Argentina,Probablemente sí,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1847,México,Definitivamente sí,Corea del Sur,Premios y sorteos,Sorteo de camisetas,Sí,No
1848,México,Probablemente no,Canadá,Un jugador famoso,Descuento directo,Sí,Sí
1849, FRANCIA ,Definitivamente no,México,Premios y sorteos,Descuento directo,Sí,No
1850,Panamá,Tal vez,Portugal,Un jugador famoso,Sorteo de viajes,Sí,Sí
1851,Argentina,Probablemente no,Austria,Un jugador famoso,2x1,Sí,Sí
1852,Portugal,Probablemente sí,Estados Unidos,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1853,Inglaterra,Tal vez,Estados Unidos,Historias de aficionados,2x1,Sí,Sí
1854,Brasil,Definitivamente sí,Brasil,Historias de aficionados,2x1,Sí,No
1855,Argentina,Tal vez,Brasil,Una selección nacional,2x1,Sí,Sí
1856,South Africa,Tal vez,Argentina,Premios y sorteos,Tarjetas coleccionables,Sí,No
1857,Francia,Definitivamente sí,España,Una selección nacional,Descuento directo,Sí,No
1858,Argentina,Definitivamente sí, BRASIL ,Premios y sorteos,2x1,Sí,No
1859,México,Probablemente sí,Qatar,Historias de aficionados,Sorteo de balones,Sí,No
1860,México,Definitivamente sí,México,Humor,Tarjetas coleccionables,Sí,Sí
1861,Argentina,Probablemente sí,Francia,Un jugador famoso,Sorteo de viajes,No,Sí
1862,Inglaterra,Probablemente no,Congo DR,Humor,Sorteo de viajes,Sí,Sí
1863,Estados Unidos,Tal vez,Argentina,Humor,Descuento directo,No,Sí
1864,Francia,Probablemente sí, ARGENTINA ,Una selección nacional,Tarjetas coleccionables,Sí,No
1865, MÉXICO ,Tal vez,Argentina,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
1866,Francia,Definitivamente sí,Inglaterra,Historias de aficionados,Sorteo de viajes,Sí,Sí
1867,Brasil,Probablemente sí,España,Una selección nacional,Descuento directo,Sí,No
1868,Estados Unidos,Tal vez,Brasil,Un jugador famoso,Tarjetas coleccionables,No,Sí
1869,Congo DR,Tal vez,Francia,Una selección nacional,2x1,Sí,No
1870,Portugal,Probablemente sí,Francia,Un jugador famoso,Tarjetas coleccionables,Sí,No
1871,España,Definitivamente sí,Portugal,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1872,España,Definitivamente sí,Colombia,Historias de aficionados,Producto gratis,Sí,No
1873,España,Tal vez,No especificado,Una selección nacional,Producto gratis,Sí,Sí
1874,Francia,Probablemente sí,Brasil,Historias de aficionados,2x1,Sí,No
1875,Inglaterra,Probablemente sí,México,Un jugador famoso,2x1,Sí,No
1876,Inglaterra,Definitivamente no,Portugal,Una selección nacional,Producto gratis,Sí,Sí
1877,Portugal,Tal vez,Alemania,Una selección nacional,Tarjetas coleccionables,Sí,No
1878,Francia,Probablemente sí,España,Premios y sorteos,Sorteo de viajes,No,Sí
1879,México,Probablemente no,Alemania,Premios y sorteos,Descuento directo,Sí,Sí
1880,España,Tal vez,Brasil,Premios y sorteos,Descuento directo,Sí,Sí
1881,México,Definitivamente sí,Argentina,Un jugador famoso,Descuento directo,Sí,Sí
1882,Francia,Probablemente sí,No especificado,Historias de aficionados,2x1,Sí,No
1883,Argentina,Tal vez, ESTADOS UNIDOS ,Un jugador famoso,2x1,Sí,Sí
1884,Portugal,Tal vez,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1885,Portugal,Probablemente sí,Francia,Premios y sorteos,Producto gratis,Sí,Sí
1886,México,Definitivamente sí,Francia,Una selección nacional,2x1,Sí,Sí
1887,Portugal,Tal vez,Argentina,Una selección nacional,Producto gratis,No,Sí
1888,Inglaterra,Probablemente sí,Brasil,Premios y sorteos,Sorteo de balones,Sí,Sí
1889,Estados Unidos,Probablemente sí,Argentina,Humor,2x1,Sí,No
1890,Argentina,Definitivamente no,Argentina,Historias de aficionados,2x1,Sí,No
1891,Marruecos,Definitivamente sí,Estados Unidos,Premios y sorteos,Producto gratis,Sí,Sí
1892,España,Probablemente sí,Francia,Premios y sorteos,Sorteo de viajes,Sí,No
1893,México,Probablemente sí,Alemania,Humor,Sorteo de balones,Sí,Sí
1894,Argentina,Definitivamente sí,Portugal,Historias de aficionados,2x1,Sí,Sí
1895,Brasil,Probablemente sí,México,Una selección nacional,Sorteo de balones,No,Sí
1896,Portugal,Definitivamente no,Argentina,Un jugador famoso,Producto gratis,Sí,No
1897,Brasil,Definitivamente sí,Portugal,Un jugador famoso,2x1,Sí,No
1898,Inglaterra,Definitivamente sí,España,Humor,Descuento directo,Sí,No
1899,Francia,Definitivamente sí,Brasil,Humor,Sorteo de camisetas,Sí,Sí
1900,Argentina,Definitivamente sí,Brasil,Un jugador famoso,Tarjetas coleccionables,Sí,No
1901,Francia,Tal vez,Brasil,Un jugador famoso,2x1,No,Sí
1902,Inglaterra,Definitivamente sí,México,Premios y sorteos,Producto gratis,Sí,No
1903,Alemania,Definitivamente sí,España,Historias de aficionados,Descuento directo,Sí,No
1904,Brasil,Probablemente sí,México,Premios y sorteos,Sorteo de viajes,Sí,Sí
1905,Portugal,Tal vez,Congo DR,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1906,Portugal,Probablemente no,Alemania,Una selección nacional,2x1,Sí,No
1907,México,Probablemente no,México,Un jugador famoso,Descuento directo,Sí,No
1908,Portugal,Definitivamente sí,Brasil,Un jugador famoso,Sorteo de viajes,Sí,No
1909,Brasil,Definitivamente no,Argentina,Un jugador famoso,Producto gratis,Sí,Sí
1910, ALEMANIA ,Tal vez,Brasil,Historias de aficionados,Producto gratis,Sí,No
1911,Argentina,Probablemente sí,Uruguay,Un jugador famoso,Sorteo de balones,Sí,Sí
1912,Uruguay,Probablemente no,Portugal,Premios y sorteos,Descuento directo,Sí,No
1913,Francia,Probablemente sí,Argentina,Una selección nacional,Sorteo de balones,Sí,Sí
1914,Brasil,Tal vez,México,Una selección nacional,2x1,Sí,No
1915,Francia,Definitivamente sí,Ghana,Un jugador famoso,Descuento directo,Sí,Sí
1916,Francia,Tal vez,Argentina,Un jugador famoso,Sorteo de viajes,Sí,Sí
1917,Argentina,Probablemente sí,Argentina,Historias de aficionados,Descuento directo,Sí,Sí
1918,Portugal,Tal vez,Inglaterra,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1919,Argentina,Probablemente sí,Colombia,Un jugador famoso,Sorteo de balones,Sí,Sí
1920,Francia,Tal vez,Argentina,Un jugador famoso,2x1,Sí,Sí
1921,Alemania,Probablemente sí,Brasil,Historias de aficionados,Sorteo de viajes,Sí,Sí
1922,Uruguay,Definitivamente sí,Egipto,Una selección nacional,Sorteo de camisetas,Sí,Sí
1923,Alemania,Probablemente sí,Francia,Historias de aficionados,Sorteo de balones,Sí,Sí
1924,España,Definitivamente sí,Francia,Humor,2x1,Sí,No
1925,Colombia,Definitivamente no,Portugal,Humor,Sorteo de viajes,Sí,No
1926,España,Probablemente sí,México,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1927,Argentina,Tal vez,Haití,Una selección nacional,2x1,Sí,No
1928,Portugal,Probablemente sí,Portugal,Humor,Producto gratis,No,Sí
1929,México,Definitivamente sí,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,No
1930,España,Definitivamente sí,Portugal,Un jugador famoso,Sorteo de viajes,No,Sí
1931,Inglaterra,Definitivamente sí,Senegal,Una selección nacional,2x1,Sí,Sí
1932,México,Definitivamente no,Argentina,Un jugador famoso,Tarjetas coleccionables,No,Sí
1933,Estados Unidos,Definitivamente sí,Brasil,Un jugador famoso,Sorteo de balones,Sí,Sí
1934,Portugal,Probablemente sí,Bélgica,Un jugador famoso,Producto gratis,Sí,No
1935,Francia,Definitivamente sí,México,Un jugador famoso,2x1,Sí,Sí
1936,Uruguay,Probablemente no,España,Humor,Producto gratis,Sí,Sí
1937,México,Probablemente sí,Francia,Una selección nacional,2x1,Sí,Sí
1938,Francia,Probablemente sí,Argelia,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1939,Francia,Tal vez,Inglaterra,Premios y sorteos,2x1,No,No
1940,Inglaterra,Probablemente sí,Argentina,Premios y sorteos,Descuento directo,Sí,No
1941,Argentina,Probablemente sí,Argentina,Una selección nacional,2x1,Sí,Sí
1942,México,Definitivamente sí,Argentina,Premios y sorteos,Descuento directo,Sí,No
1943,Francia,Definitivamente sí,Alemania,Una selección nacional,2x1,Sí,Sí
1944,España,Probablemente sí,Inglaterra,Premios y sorteos,Tarjetas coleccionables,Sí,No
1945,Brasil,Probablemente sí,Argentina,Humor,Descuento directo,Sí,No
1946,Francia,Probablemente sí,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1947,México,Definitivamente sí,Francia,Premios y sorteos,2x1,Sí,Sí
1948,Francia,Probablemente no,Francia,Premios y sorteos,Producto gratis,Sí,Sí
1949,Portugal,Tal vez,Argentina,Historias de aficionados,2x1,Sí,Sí
1950,Inglaterra,Definitivamente sí,Francia,Un jugador famoso,2x1,No,Sí
1951,Brasil,Probablemente sí,Portugal,Humor,Sorteo de camisetas,Sí,Sí
1952,México,Definitivamente sí,España,Historias de aficionados,2x1,Sí,No
1953,Francia,Probablemente sí,Brasil,Premios y sorteos,2x1,Sí,Sí
1954,Brasil,Definitivamente no,Inglaterra,Premios y sorteos,Sorteo de viajes,Sí,Sí
1955,Argentina,Probablemente sí,Argentina,Un jugador famoso,Sorteo de viajes,No,No
1956,Costa de Marfil,Tal vez,Argentina,Historias de aficionados,Sorteo de balones,Sí,Sí
1957, BRASIL ,Probablemente no,Francia,Humor,Sorteo de camisetas,Sí,Sí
1958,Francia,Definitivamente no,Francia,Premios y sorteos,Tarjetas coleccionables,Sí,No
1959,Argentina,Definitivamente sí,Francia,Una selección nacional,Sorteo de viajes,Sí,Sí
1960,España,Probablemente sí,España,Humor,Descuento directo,Sí,Sí
1961,Argentina,Tal vez,Ecuador,Historias de aficionados,Descuento directo,Sí,No
1962,Qatar,Tal vez,Suecia,Una selección nacional,Tarjetas coleccionables,No,Sí
1963,Francia,Tal vez,México,Premios y sorteos,Descuento directo,Sí,Sí
1964,Brasil,Probablemente no,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,No
1965,Inglaterra,Definitivamente sí,España,Premios y sorteos,2x1,No,Sí
1966,Portugal,Tal vez,Haití,Historias de aficionados,Sorteo de camisetas,Sí,Sí
1967,South Africa,Probablemente sí,España,Una selección nacional,Sorteo de camisetas,Sí,Sí
1968, BRASIL ,Probablemente no,Brasil,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
1969,Argentina,Definitivamente sí,Argentina,Un jugador famoso,Tarjetas coleccionables,No,Sí
1970,Qatar,Definitivamente sí,Argentina,Un jugador famoso,Sorteo de camisetas,Sí,Sí
1971,Portugal,Definitivamente no,México,Premios y sorteos,Descuento directo,Sí,Sí
1972,Brasil,Tal vez,México,Un jugador famoso,Producto gratis,Sí,Sí
1973,Inglaterra,Probablemente sí,Portugal,Historias de aficionados,Sorteo de viajes,No,Sí
1974,Australia,Definitivamente sí,Brasil,Una selección nacional,Sorteo de camisetas,Sí,Sí
1975,México,Probablemente sí,Brasil,Una selección nacional,Sorteo de camisetas,No,Sí
1976,Brasil,Probablemente sí,Alemania,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1977,Uruguay,Definitivamente sí,Brasil,Premios y sorteos,Descuento directo,Sí,No
1978,Francia,Tal vez,Portugal,Premios y sorteos,2x1,Sí,No
1979,Argentina,Definitivamente sí,Inglaterra,Una selección nacional,Sorteo de camisetas,Sí,Sí
1980,Haití,Tal vez,Congo DR,Humor,2x1,Sí,No
1981,España,Probablemente sí,Cabo Verde,Una selección nacional,Sorteo de viajes,Sí,No
1982,Alemania,Probablemente sí,México,Una selección nacional,Descuento directo,Sí,Sí
1983,Brasil,Definitivamente sí,Argentina,Un jugador famoso,2x1,Sí,No
1984,Inglaterra,Definitivamente sí,Argentina,Un jugador famoso,Producto gratis,Sí,Sí
1985,Argentina,Probablemente sí,Portugal,Un jugador famoso,2x1,Sí,Sí
1986,Francia,Probablemente sí,México,Un jugador famoso,Descuento directo,Sí,No
1987,Brasil,Probablemente sí,Brasil,Una selección nacional,Tarjetas coleccionables,Sí,Sí
1988,Brasil,Definitivamente no,Argentina,Una selección nacional,2x1,Sí,Sí
1989,México,Probablemente sí,Bosnia y Herzegovina,Una selección nacional,Tarjetas coleccionables,Sí,No
1990,Portugal,Probablemente sí,Inglaterra,Una selección nacional,2x1,Sí,Sí
1991,Alemania,Definitivamente sí,México,Una selección nacional,Producto gratis,Sí,No
1992,Brasil,Probablemente no,Argentina,Un jugador famoso,Sorteo de viajes,Sí,Sí
1993,Croacia,Probablemente no,Portugal,Historias de aficionados,Descuento directo,Sí,No
1994,Brasil,Definitivamente sí,Portugal,Un jugador famoso,Sorteo de camisetas,Sí,No
1995,México,Probablemente no,Argentina,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
1996,México,Definitivamente sí,Estados Unidos,Premios y sorteos,Sorteo de camisetas,Sí,Sí
1997,Brasil,Definitivamente sí,Inglaterra,Un jugador famoso,2x1,Sí,No
1998,Brasil,Definitivamente sí,Brasil,Un jugador famoso,Sorteo de camisetas,Sí,No
1999,Argentina,Definitivamente no,Argentina,Una selección nacional,Descuento directo,Sí,Sí
2000,Uruguay,Tal vez,Argentina,Premios y sorteos,2x1,Sí,Sí
2001,Alemania,Tal vez,Argentina,Un jugador famoso,Sorteo de viajes,Sí,No
2002,Suiza,Tal vez,México,Premios y sorteos,Sorteo de balones,Sí,No
2003,Argentina,Probablemente sí,Alemania,Humor,Sorteo de camisetas,Sí,Sí
2004,Argentina,Tal vez,Estados Unidos,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
2005,Portugal,Probablemente sí,Uruguay,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2006,Estados Unidos,Tal vez,Argentina,Un jugador famoso,Descuento directo,Sí,No
2007,Portugal,Tal vez,España,Un jugador famoso,Tarjetas coleccionables,Sí,No
2008,Brasil,Probablemente sí,Portugal,Una selección nacional,Descuento directo,Sí,Sí
2009,Colombia,Definitivamente sí,México,Un jugador famoso,Sorteo de camisetas,Sí,No
2010,México,Definitivamente sí,Marruecos,Premios y sorteos,Producto gratis,Sí,Sí
2011,Argentina,Definitivamente sí,Argentina,Una selección nacional,2x1,Sí,No
2012,Portugal,Definitivamente sí,Bélgica,Un jugador famoso,Producto gratis,Sí,Sí
2013,Brasil,Probablemente sí,Estados Unidos,Historias de aficionados,Producto gratis,Sí,No
2014,Francia,Definitivamente sí,Alemania,Un jugador famoso,Sorteo de balones,Sí,Sí
2015,Estados Unidos,Probablemente sí,Brasil,Premios y sorteos,Producto gratis,Sí,No
2016,México,Tal vez,Portugal,Un jugador famoso,Producto gratis,Sí,Sí
2017,Inglaterra,Probablemente sí,España,Un jugador famoso,Descuento directo,Sí,No
2018,Francia,Probablemente no,Colombia,Premios y sorteos,2x1,Sí,Sí
2019,Francia,Tal vez,Australia,Premios y sorteos,2x1,Sí,No
2020,Inglaterra,Definitivamente sí,Portugal,Una selección nacional,2x1,Sí,No
2021,Brasil,Tal vez,México,Una selección nacional,Producto gratis,Sí,No
2022,Jordania,Probablemente no,México,Un jugador famoso,Sorteo de viajes,Sí,Sí
2023, TÚNEZ ,Definitivamente sí,Croacia,Humor,Descuento directo,Sí,Sí
2024,Portugal,Probablemente sí,Argentina,Premios y sorteos,2x1,No,No
2025,Estados Unidos,Definitivamente no,Argentina,Humor,2x1,Sí,No
2026,Inglaterra,Probablemente sí,Japón,Una selección nacional,2x1,Sí,No
2027,México,Probablemente sí,Portugal,Humor,Producto gratis,Sí,Sí
2028,España,Tal vez, PORTUGAL ,Un jugador famoso,Producto gratis,Sí,No
2029,México,Tal vez,México,Premios y sorteos,Descuento directo,Sí,Sí
2030,Türkiye,Definitivamente sí,España,Historias de aficionados,Descuento directo,Sí,Sí
2031,México,Definitivamente no,Argentina,Historias de aficionados,Tarjetas coleccionables,No,Sí
2032,Francia,Tal vez,Croacia,Humor,Descuento directo,Sí,Sí
2033,Inglaterra,Probablemente sí,Argelia,Una selección nacional,2x1,Sí,Sí
2034,Argentina,Definitivamente sí,Portugal,Una selección nacional,Tarjetas coleccionables,Sí,No
2035,Argentina,Probablemente sí,No especificado,Una selección nacional,Sorteo de viajes,Sí,No
2036,México,Definitivamente sí, PORTUGAL ,Premios y sorteos,Sorteo de balones,No,Sí
2037,Colombia,Probablemente no,Brasil,Historias de aficionados,Descuento directo,Sí,Sí
2038,Brasil,Tal vez,España,Un jugador famoso,2x1,Sí,Sí
2039,Argentina,Probablemente sí,Brasil,Un jugador famoso,Tarjetas coleccionables,Sí,No
2040,Alemania,Definitivamente no,Portugal,Una selección nacional,Descuento directo,Sí,No
2041,Brasil,Tal vez,México,Humor,Tarjetas coleccionables,Sí,No
2042,Argentina,Tal vez,Portugal,Premios y sorteos,2x1,Sí,Sí
2043,España,Probablemente no,Inglaterra,Premios y sorteos,Descuento directo,Sí,No
2044,Argentina,Probablemente sí,España,Humor,Tarjetas coleccionables,Sí,No
2045,Brasil,Tal vez,Haití,Humor,Tarjetas coleccionables,Sí,No
2046,España,Definitivamente sí,Escocia,Premios y sorteos,Producto gratis,Sí,Sí
2047,Portugal,Probablemente no,México,Historias de aficionados,2x1,Sí,Sí
2048,México,Probablemente sí,México,Un jugador famoso,Descuento directo,Sí,No
2049,Inglaterra,Definitivamente no,España,Humor,Sorteo de camisetas,Sí,Sí
2050,Francia,Definitivamente sí,Francia,Premios y sorteos,Tarjetas coleccionables,Sí,Sí
2051,Panamá,Definitivamente sí,Inglaterra,Premios y sorteos,Sorteo de camisetas,Sí,Sí
2052,Arabia Saudita,Probablemente sí,España,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
2053,México,Probablemente sí,España,Una selección nacional,Producto gratis,Sí,Sí
2054,Portugal,Definitivamente no,Brasil,Premios y sorteos,Sorteo de camisetas,Sí,Sí
2055,España,Definitivamente sí,Brasil,Un jugador famoso,Descuento directo,Sí,No
2056,Argentina,Definitivamente sí,South Africa,Una selección nacional,2x1,Sí,No
2057,México,Probablemente no,España,Historias de aficionados,Producto gratis,Sí,No
2058,Alemania,Tal vez,Estados Unidos,Un jugador famoso,Descuento directo,Sí,Sí
2059,México,Probablemente sí,Suiza,Humor,Tarjetas coleccionables,Sí,Sí
2060,Francia,Tal vez,Portugal,Un jugador famoso,Descuento directo,Sí,No
2061,Portugal,Tal vez,Panamá,Historias de aficionados,Descuento directo,Sí,Sí
2062,Inglaterra,Definitivamente sí,Inglaterra,Una selección nacional,Sorteo de viajes,Sí,Sí
2063,Uruguay,Probablemente sí,México,Una selección nacional,Sorteo de camisetas,Sí,Sí
2064,Argentina,Definitivamente no,Argentina,Historias de aficionados,Sorteo de balones,Sí,No
2065,Portugal,Definitivamente no,Argentina,Una selección nacional,Sorteo de camisetas,Sí,No
2066,Inglaterra,Probablemente sí,South Africa,Una selección nacional,Sorteo de viajes,No,Sí
2067, FRANCIA ,Definitivamente sí,Francia,Premios y sorteos,Descuento directo,Sí,No
2068,Portugal,Probablemente sí,Uruguay,Un jugador famoso,Sorteo de camisetas,Sí,Sí
2069,Inglaterra,Tal vez,Argentina,Una selección nacional,Sorteo de viajes,Sí,Sí
2070,Alemania,Tal vez,Argentina,Humor,Producto gratis,Sí,Sí
2071,Argentina,Definitivamente sí,Portugal,Una selección nacional,Sorteo de balones,Sí,No
2072,Francia,Tal vez,México,Una selección nacional,Descuento directo,Sí,Sí
2073,España,Probablemente no,Irán,Historias de aficionados,Descuento directo,Sí,Sí
2074,Brasil,Tal vez,Portugal,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2075,Brasil,Definitivamente sí,Estados Unidos,Premios y sorteos,Descuento directo,Sí,Sí
2076,Argentina,Definitivamente sí,Brasil,Humor,2x1,Sí,Sí
2077,Estados Unidos,Definitivamente sí,Estados Unidos,Humor,Producto gratis,Sí,No
2078,Haití,Definitivamente no,Brasil,Historias de aficionados,Descuento directo,Sí,Sí
2079,Brasil,Tal vez,Argentina,Historias de aficionados,Descuento directo,Sí,Sí
2080,Argentina,Tal vez,Estados Unidos,Humor,2x1,Sí,Sí
2081,Portugal,Definitivamente sí,Argentina,Humor,Sorteo de viajes,Sí,Sí
2082,Czechia,Definitivamente sí,Colombia,Un jugador famoso,Producto gratis,Sí,Sí
2083,Inglaterra,Probablemente no,Argentina,Un jugador famoso,Producto gratis,Sí,No
2084,Argentina,Definitivamente no,México,Un jugador famoso,2x1,Sí,No
2085,Brasil,Definitivamente sí,Brasil,Premios y sorteos,Descuento directo,Sí,Sí
2086,Colombia,Probablemente sí,Brasil,Premios y sorteos,Descuento directo,Sí,Sí
2087,Brasil,Definitivamente sí,Francia,Humor,Descuento directo,Sí,No
2088,Brasil,Definitivamente no,Portugal,Humor,Producto gratis,Sí,No
2089,Argentina,Definitivamente no,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2090,Portugal,Tal vez,Argentina,Una selección nacional,Tarjetas coleccionables,Sí,Sí
2091,España,Probablemente no,Francia,Historias de aficionados,Descuento directo,Sí,Sí
2092,Brasil,Probablemente sí,Brasil,Una selección nacional,Producto gratis,Sí,Sí
2093,Portugal,Probablemente sí, PORTUGAL ,Premios y sorteos,Sorteo de camisetas,Sí,Sí
2094,Francia,Definitivamente sí,Argentina,Un jugador famoso,Producto gratis,Sí,No
2095,México,Definitivamente sí,Francia,Una selección nacional,Producto gratis,No,Sí
2096,México,Definitivamente sí,Argentina,Una selección nacional,Sorteo de camisetas,Sí,Sí
2097,Argentina,Tal vez,México,Humor,Descuento directo,Sí,Sí
2098,Alemania,Definitivamente no,Inglaterra,Premios y sorteos,Sorteo de camisetas,No,No
2099,Brasil,Definitivamente no,Uruguay,Premios y sorteos,Producto gratis,Sí,No
2100,Portugal,Definitivamente sí,Argelia,Humor,Sorteo de camisetas,Sí,Sí
2101,Países Bajos,Definitivamente sí,Croacia,Una selección nacional,Sorteo de camisetas,Sí,No
2102,España,Definitivamente sí,Brasil,Una selección nacional,Producto gratis,Sí,No
2103,Estados Unidos,Tal vez,España,Una selección nacional,Sorteo de balones,Sí,No
2104,Argentina,Probablemente sí,Argentina,Un jugador famoso,2x1,Sí,No
2105,Brasil,Probablemente sí,Uruguay,Humor,Sorteo de balones,No,No
2106,España,Definitivamente sí, INGLATERRA ,Una selección nacional,Sorteo de camisetas,Sí,Sí
2107,Portugal,Probablemente sí,Uruguay,Historias de aficionados,Tarjetas coleccionables,Sí,Sí
2108, COLOMBIA ,Probablemente sí,Uruguay,Humor,2x1,No,No
2109,Brasil,Probablemente no,Colombia,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
2110,Inglaterra,Probablemente sí,Inglaterra,Humor,Descuento directo,Sí,Sí
2111,España,Tal vez,Argentina,Un jugador famoso,Descuento directo,Sí,Sí
2112,Argentina,Definitivamente sí,Argentina,Historias de aficionados,Descuento directo,Sí,No
2113,Brasil,Probablemente no,México,Una selección nacional,2x1,Sí,No
2114, ESTADOS UNIDOS ,Probablemente sí,Brasil,Un jugador famoso,Producto gratis,Sí,Sí
2115,Argentina,Tal vez,México,Una selección nacional,Descuento directo,Sí,Sí
2116,México,Probablemente sí,Inglaterra,Un jugador famoso,2x1,Sí,Sí
2117,España,Tal vez,México,Premios y sorteos,Producto gratis,Sí,Sí
2118,Francia,Tal vez,Francia,Un jugador famoso,2x1,Sí,Sí
2119,España,Probablemente sí,Argentina,Una selección nacional,2x1,Sí,No
2120,Colombia,Probablemente sí,Argentina,Premios y sorteos,Descuento directo,No,Sí
2121,México,Probablemente sí,España,Una selección nacional,2x1,No,No
2122,Portugal,Definitivamente sí,Portugal,Premios y sorteos,Descuento directo,Sí,Sí
2123,Argentina,Definitivamente sí,Inglaterra,Un jugador famoso,Tarjetas coleccionables,Sí,Sí
2124, URUGUAY ,Definitivamente sí,Portugal,Humor,Tarjetas coleccionables,Sí,No
2125,Estados Unidos,Probablemente sí,México,Un jugador famoso,Sorteo de camisetas,Sí,Sí
2126,Inglaterra,Probablemente no,Inglaterra,Una selección nacional,Sorteo de viajes,Sí,No
2127,Nueva Zelanda,Probablemente sí,Argentina,Un jugador famoso,2x1,Sí,Sí
